/* DATA DESCRIPTION:
Citation:	Parrenin, Frédéric; Loulergue, Laetitia; Wolff, Eric William (2007): EPICA Dome C Ice Core Timescales EDC3 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.671367, 
	Supplement to: Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Abstract:	The EPICA (European Project for Ice Coring in Antarctica) Dome C drilling in East Antarctica has now been completed to a depth of 3260 m, at only a few meters above bedrock. Here we present the new EDC3 chronology, which is based on the use of 1) a snow accumulation and mechanical flow model, and 2) a set of independent age markers along the core. These are obtained by pattern matching of recorded parameters to either absolutely dated paleoclimatic records, or to insolation variations. We show that this new time scale is in excellent agreement with the Dome Fuji and Vostok ice core time scales back to 100 kyr within 1 kyr. Discrepancies larger than 3 kyr arise during MIS 5.4, 5.5 and 6, which points to anomalies in either snow accumulation or mechanical flow during these time periods. We estimate that EDC3 gives accurate event durations within 20% (2 sigma) back to MIS11 and accurate absolute ages with a maximum uncertainty of 6 kyr back to 800 kyr.
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3189.45 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Timescale EDC3 for the EPICA Dome C ice core, both for the ice matrix and gas bubbles. The dataset gives the depth versus age timescale that has been adopted as official for the EPICA Dome C ice core. Depth refers to the official log depth of the drilling. EDC3 for the ice matrix (EDC3_ice) is described fully in Parrenin et al. (Climate of the Past, 3, 485-497, 2007). This timescale is based on an snow accumulation / ice flow model, which is further tuned with independent age markers. Gas ages are derived using a firn densification model, and are fully described in Loulergue et al. (Climate of the Past, 3, 527-540, 2007). The ages given here correspond to the scenario 4 of Loulergue et al. and where necessary can be referred to as EDC3_gas_a.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Sample ID (Sample ID) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: Bag number
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	17220 data points
*/
Depth ice/snow [m]	Sample ID	Age model [ka]	Gas age [ka BP]
1221.55	2222	85.046	82.024
1222.10	2223	85.093	82.070
1222.65	2224	85.142	82.128
1223.20	2225	85.188	82.175
1223.75	2226	85.229	82.205
1224.30	2227	85.276	82.245
1224.85	2228	85.324	82.291
1225.40	2229	85.371	82.333
1225.95	2230	85.419	82.373
1226.50	2231	85.468	82.417
1227.05	2232	85.515	82.460
1227.60	2233	85.564	82.504
1228.15	2234	85.613	82.550
1228.70	2235	85.662	82.595
1229.25	2236	85.710	82.638
1229.80	2237	85.759	82.677
1230.35	2238	85.810	82.720
1230.90	2239	85.861	82.765
1231.45	2240	85.911	82.814
1232.00	2241	85.962	82.864
1232.55	2242	86.010	82.905
1233.10	2243	86.059	82.945
1233.65	2244	86.108	82.984
1234.20	2245	86.157	83.023
1234.75	2246	86.208	83.067
1235.30	2247	86.260	83.110
1235.85	2248	86.311	83.153
1236.40	2249	86.362	83.193
1236.95	2250	86.413	83.233
1237.50	2251	86.466	83.276
1238.05	2252	86.519	83.320
1238.60	2253	86.574	83.364
1239.15	2254	86.630	83.411
1239.70	2255	86.686	83.463
1240.25	2256	86.735	83.507
1240.80	2257	86.790	83.551
1241.35	2258	86.844	83.597
1241.90	2259	86.899	83.645
1242.45	2260	86.952	83.690
1243.00	2261	87.008	83.738
1243.55	2262	87.063	83.774
1244.10	2263	87.121	83.814
1244.65	2264	87.182	83.857
1245.20	2265	87.246	83.910
1245.75	2266	87.310	83.973
1246.30	2267	87.368	84.024
1246.85	2268	87.423	84.066
1247.40	2269	87.481	84.115
1247.95	2270	87.541	84.167
1248.50	2271	87.599	84.221
1249.05	2272	87.658	84.275
1249.60	2273	87.714	84.319
1250.15	2274	87.774	84.366
1250.70	2275	87.831	84.410
1251.25	2276	87.891	84.460
1251.80	2277	87.949	84.512
1252.35	2278	88.004	84.561
1252.90	2279	88.059	84.609
1253.45	2280	88.114	84.653
1254.00	2281	88.172	84.699
1254.55	2282	88.230	84.747
1255.10	2283	88.286	84.794
1255.65	2284	88.346	84.849
1256.20	2285	88.401	84.898
1256.75	2286	88.459	84.947
1257.30	2287	88.518	84.998
1257.85	2288	88.574	85.046
1258.40	2289	88.631	85.097
1258.95	2290	88.688	85.150
1259.50	2291	88.742	85.200
1260.05	2292	88.794	85.248
1260.60	2293	88.847	85.298
1261.15	2294	88.899	85.346
1261.70	2295	88.952	85.392
1262.25	2296	89.005	85.439
1262.80	2297	89.062	85.489
1263.35	2298	89.119	85.540
1263.90	2299	89.174	85.589
1264.45	2300	89.230	85.649
1265.00	2301	89.286	85.712
1265.55	2302	89.336	85.758
1266.10	2303	89.387	85.805
1266.65	2304	89.438	85.855
1267.20	2305	89.489	85.901
1267.75	2306	89.540	85.945
1268.30	2307	89.592	85.992
1268.85	2308	89.650	86.046
1269.40	2309	89.705	86.102
1269.95	2310	89.757	86.156
1270.50	2311	89.808	86.205
1271.05	2312	89.861	86.256
1271.60	2313	89.913	86.321
1272.15	2314	89.963	86.379
1272.70	2315	90.012	86.423
1273.25	2316	90.062	86.471
1273.80	2317	90.115	86.524
1274.35	2318	90.168	86.579
1274.90	2319	90.222	86.636
1275.45	2320	90.274	86.681
1276.00	2321	90.324	86.723
1276.55	2322	90.380	86.787
1277.10	2323	90.436	86.848
1277.65	2324	90.489	86.899
1278.20	2325	90.540	86.948
1278.75	2326	90.600	87.010
1279.30	2327	90.660	87.075
1279.85	2328	90.719	87.142
1280.40	2329	90.777	87.207
1280.95	2330	90.833	87.271
1281.50	2331	90.888	87.334
1282.05	2332	90.939	87.393
1282.60	2333	90.991	87.446
1283.15	2334	91.046	87.501
1283.70	2335	91.101	87.556
1284.25	2336	91.156	87.612
1284.80	2337	91.213	87.672
1285.35	2338	91.270	87.732
1285.90	2339	91.328	87.794
1286.45	2340	91.385	87.847
1287.00	2341	91.441	87.898
1287.55	2342	91.500	87.974
1288.10	2343	91.550	88.038
1288.65	2344	91.602	88.087
1289.20	2345	91.657	88.142
1289.75	2346	91.714	88.204
1290.30	2347	91.771	88.265
1290.85	2348	91.825	88.323
1291.40	2349	91.880	88.386
1291.95	2350	91.935	88.450
1292.50	2351	91.987	88.503
1293.05	2352	92.040	88.557
1293.60	2353	92.094	88.609
1294.15	2354	92.148	88.662
1294.70	2355	92.204	88.716
1295.25	2356	92.260	88.775
1295.80	2357	92.315	88.838
1296.35	2358	92.368	88.893
1296.90	2359	92.418	88.943
1297.45	2360	92.471	89.000
1298.00	2361	92.525	89.059
1298.55	2362	92.577	89.117
1299.10	2363	92.629	89.172
1299.65	2364	92.679	89.217
1300.20	2365	92.734	89.270
1300.75	2366	92.786	89.322
1301.30	2367	92.838	89.374
1301.85	2368	92.889	89.426
1302.40	2369	92.941	89.473
1302.95	2370	92.995	89.520
1303.50	2371	93.051	89.579
1304.05	2372	93.104	89.635
1304.60	2373	93.157	89.686
1305.15	2374	93.211	89.740
1305.70	2375	93.264	89.801
1306.25	2376	93.315	89.856
1306.80	2377	93.364	89.904
1307.35	2378	93.414	89.952
1307.90	2379	93.465	90.001
1308.45	2380	93.517	90.054
1309.00	2381	93.572	90.111
1309.55	2382	93.626	90.179
1310.10	2383	93.676	90.240
1310.65	2384	93.725	90.286
1311.20	2385	93.778	90.340
1311.75	2386	93.830	90.400
1312.30	2387	93.880	90.456
1312.85	2388	93.931	90.512
1313.40	2389	93.983	90.572
1313.95	2390	94.034	90.633
1314.50	2391	94.084	90.689
1315.05	2392	94.133	90.745
1315.60	2393	94.182	90.790
1316.15	2394	94.232	90.839
1316.70	2395	94.286	90.903
1317.25	2396	94.335	90.958
1317.80	2397	94.386	91.009
1318.35	2398	94.440	91.067
1318.90	2399	94.490	91.121
1319.45	2400	94.542	91.178
1320.00	2401	94.595	91.235
1320.55	2402	94.649	91.295
1321.10	2403	94.705	91.361
1321.65	2404	94.757	91.432
1322.20	2405	94.805	91.493
1322.75	2406	94.849	91.541
1323.30	2407	94.893	91.592
1323.85	2408	94.941	91.649
1324.40	2409	94.987	91.697
1324.95	2410	95.034	91.743
1325.50	2411	95.083	91.798
1326.05	2412	95.132	91.852
1326.60	2413	95.182	91.896
1327.15	2414	95.234	91.946
1327.70	2415	95.288	92.005
1328.25	2416	95.341	92.061
1328.80	2417	95.394	92.115
1329.35	2418	95.449	92.171
1329.90	2419	95.502	92.228
1330.45	2420	95.555	92.285
1331.00	2421	95.609	92.343
1331.55	2422	95.661	92.391
1332.10	2423	95.714	92.442
1332.65	2424	95.767	92.499
1333.20	2425	95.819	92.554
1333.75	2426	95.871	92.611
1334.30	2427	95.924	92.663
1334.85	2428	95.972	92.709
1335.40	2429	96.024	92.767
1335.95	2430	96.079	92.831
1336.50	2431	96.130	92.887
1337.05	2432	96.182	92.943
1337.60	2433	96.232	92.996
1338.15	2434	96.280	93.047
1338.70	2435	96.331	93.095
1339.25	2436	96.385	93.149
1339.80	2437	96.438	93.206
1340.35	2438	96.486	93.252
1340.90	2439	96.543	93.306
1341.45	2440	96.597	93.367
1342.00	2441	96.649	93.429
1342.55	2442	96.699	93.476
1343.10	2443	96.752	93.528
1343.65	2444	96.804	93.580
1344.20	2445	96.855	93.631
1344.75	2446	96.906	93.681
1345.30	2447	96.958	93.730
1345.85	2448	97.011	93.780
1346.40	2449	97.065	93.832
1346.95	2450	97.116	93.883
1347.50	2451	97.167	93.939
1348.05	2452	97.218	93.994
1348.60	2453	97.268	94.044
1349.15	2454	97.319	94.095
1349.70	2455	97.369	94.144
1350.25	2456	97.420	94.195
1350.80	2457	97.472	94.250
1351.35	2458	97.525	94.299
1351.90	2459	97.575	94.345
1352.45	2460	97.629	94.400
1353.00	2461	97.682	94.455
1353.55	2462	97.735	94.513
1354.10	2463	97.783	94.564
1354.65	2464	97.832	94.607
1355.20	2465	97.885	94.654
1355.75	2466	97.940	94.704
1356.30	2467	97.994	94.757
1356.85	2468	98.046	94.812
1357.40	2469	98.095	94.860
1357.95	2470	98.146	94.907
1358.50	2471	98.197	94.961
1359.05	2472	98.251	95.019
1359.60	2473	98.302	95.065
1360.15	2474	98.355	95.117
1360.70	2475	98.408	95.177
1361.25	2476	98.459	95.233
1361.80	2477	98.509	95.285
1362.35	2478	98.560	95.335
1362.90	2479	98.610	95.383
1363.45	2480	98.662	95.433
1364.00	2481	98.717	95.486
1364.55	2482	98.772	95.540
1365.10	2483	98.825	95.592
1365.65	2484	98.880	95.646
1366.20	2485	98.933	95.700
1366.75	2486	98.990	95.761
1367.30	2487	99.041	95.812
1367.85	2488	99.094	95.861
1368.40	2489	99.147	95.909
1368.95	2490	99.205	95.962
1369.50	2491	99.263	96.021
1370.05	2492	99.318	96.078
1370.60	2493	99.372	96.129
1371.15	2494	99.427	96.182
1371.70	2495	99.482	96.241
1372.25	2496	99.535	96.295
1372.80	2497	99.586	96.343
1373.35	2498	99.641	96.401
1373.90	2499	99.692	96.456
1374.45	2500	99.743	96.505
1375.00	2501	99.795	96.555
1375.55	2502	99.848	96.607
1376.10	2503	99.904	96.662
1376.65	2504	99.957	96.715
1377.20	2505	100.010	96.769
1377.75	2506	100.062	96.823
1378.30	2507	100.114	96.877
1378.85	2508	100.166	96.933
1379.40	2509	100.218	96.984
1379.95	2510	100.269	97.033
1380.50	2511	100.321	97.084
1381.05	2512	100.374	97.137
1381.60	2513	100.426	97.191
1382.15	2514	100.477	97.242
1382.70	2515	100.529	97.293
1383.25	2516	100.580	97.344
1383.80	2517	100.634	97.399
1384.35	2518	100.687	97.454
1384.90	2519	100.739	97.509
1385.45	2520	100.791	97.565
1386.00	2521	100.842	97.621
1386.55	2522	100.893	97.665
1387.10	2523	100.948	97.714
1387.65	2524	101.003	97.767
1388.20	2525	101.058	97.823
1388.75	2526	101.113	97.882
1389.30	2527	101.165	97.938
1389.85	2528	101.216	97.993
1390.40	2529	101.266	98.043
1390.95	2530	101.315	98.091
1391.50	2531	101.363	98.143
1392.05	2532	101.410	98.194
1392.60	2533	101.458	98.240
1393.15	2534	101.509	98.288
1393.70	2535	101.561	98.337
1394.25	2536	101.614	98.388
1394.80	2537	101.667	98.442
1395.35	2538	101.720	98.496
1395.90	2539	101.772	98.549
1396.45	2540	101.825	98.606
1397.00	2541	101.878	98.663
1397.55	2542	101.930	98.714
1398.10	2543	101.982	98.767
1398.65	2544	102.038	98.827
1399.20	2545	102.091	98.884
1399.75	2546	102.144	98.938
1400.30	2547	102.196	98.987
1400.85	2548	102.252	99.035
1401.40	2549	102.312	99.097
1401.95	2550	102.368	99.161
1402.50	2551	102.423	99.217
1403.05	2552	102.479	99.273
1403.60	2553	102.535	99.326
1404.15	2554	102.590	99.379
1404.70	2555	102.647	99.437
1405.25	2556	102.702	99.489
1405.80	2557	102.760	99.541
1406.35	2558	102.819	99.597
1406.90	2559	102.878	99.656
1407.45	2560	102.935	99.706
1408.00	2561	102.991	99.753
1408.55	2562	103.052	99.808
1409.10	2563	103.113	99.863
1409.65	2564	103.175	99.917
1410.20	2565	103.234	99.968
1410.75	2566	103.302	100.028
1411.30	2567	103.368	100.083
1411.85	2568	103.433	100.134
1412.40	2569	103.503	100.197
1412.95	2570	103.571	100.261
1413.50	2571	103.637	100.324
1414.05	2572	103.705	100.389
1414.60	2573	103.770	100.446
1415.15	2574	103.836	100.505
1415.70	2575	103.898	100.560
1416.25	2576	103.961	100.616
1416.80	2577	104.022	100.670
1417.35	2578	104.083	100.724
1417.90	2579	104.150	100.785
1418.45	2580	104.212	100.843
1419.00	2581	104.270	100.897
1419.55	2582	104.330	100.952
1420.10	2583	104.392	101.009
1420.65	2584	104.453	101.064
1421.20	2585	104.512	101.116
1421.75	2586	104.572	101.166
1422.30	2587	104.633	101.222
1422.85	2588	104.692	101.278
1423.40	2589	104.748	101.328
1423.95	2590	104.804	101.378
1424.50	2591	104.861	101.428
1425.05	2592	104.918	101.479
1425.60	2593	104.975	101.539
1426.15	2594	105.033	101.596
1426.70	2595	105.086	101.640
1427.25	2596	105.143	101.689
1427.80	2597	105.204	101.743
1428.35	2598	105.264	101.800
1428.90	2599	105.322	101.857
1429.45	2600	105.379	101.912
1430.00	2601	105.438	101.968
1430.55	2602	105.495	102.024
1431.10	2603	105.552	102.079
1431.65	2604	105.608	102.133
1432.20	2605	105.666	102.187
1432.75	2606	105.725	102.245
1433.30	2607	105.785	102.304
1433.85	2608	105.844	102.363
1434.40	2609	105.902	102.423
1434.95	2610	105.956	102.479
1435.50	2611	106.011	102.538
1436.05	2612	106.067	102.599
1436.60	2613	106.122	102.654
1437.15	2614	106.178	102.713
1437.70	2615	106.234	102.778
1438.25	2616	106.287	102.839
1438.80	2617	106.340	102.899
1439.35	2618	106.394	102.962
1439.90	2619	106.447	103.026
1440.45	2620	106.499	103.091
1441.00	2621	106.550	103.155
1441.55	2622	106.601	103.218
1442.10	2623	106.651	103.278
1442.65	2624	106.704	103.333
1443.20	2625	106.759	103.393
1443.75	2626	106.818	103.462
1444.30	2627	106.876	103.532
1444.85	2628	106.933	103.600
1445.40	2629	106.988	103.662
1445.95	2630	107.046	103.727
1446.50	2631	107.103	103.783
1447.05	2632	107.162	103.842
1447.60	2633	107.223	103.911
1448.15	2634	107.283	103.977
1448.70	2635	107.343	104.037
1449.25	2636	107.406	104.103
1449.80	2637	107.468	104.168
1450.35	2638	107.530	104.231
1450.90	2639	107.590	104.291
1451.45	2640	107.653	104.354
1452.00	2641	107.717	104.418
1452.55	2642	107.781	104.475
1453.10	2643	107.849	104.536
1453.65	2644	107.917	104.597
1454.20	2645	107.986	104.660
1454.75	2646	108.056	104.723
1455.30	2647	108.125	104.785
1455.85	2648	108.195	104.846
1456.40	2649	108.267	104.906
1456.95	2650	108.340	104.965
1457.50	2651	108.416	105.036
1458.05	2652	108.487	105.102
1458.60	2653	108.561	105.169
1459.15	2654	108.632	105.233
1459.70	2655	108.705	105.298
1460.25	2656	108.776	105.362
1460.80	2657	108.851	105.431
1461.35	2658	108.922	105.490
1461.90	2659	108.994	105.545
1462.45	2660	109.072	105.622
1463.00	2661	109.143	105.696
1463.55	2662	109.211	105.754
1464.10	2663	109.280	105.813
1464.65	2664	109.349	105.870
1465.20	2665	109.416	105.927
1465.75	2666	109.490	105.994
1466.30	2667	109.557	106.054
1466.85	2668	109.624	106.111
1467.40	2669	109.690	106.169
1467.95	2670	109.756	106.226
1468.50	2671	109.822	106.273
1469.05	2672	109.885	106.320
1469.60	2673	109.957	106.391
1470.15	2674	110.025	106.453
1470.70	2675	110.085	106.495
1471.25	2676	110.151	106.548
1471.80	2677	110.222	106.609
1472.35	2678	110.290	106.674
1472.90	2679	110.356	106.740
1473.45	2680	110.419	106.794
1474.00	2681	110.482	106.847
1474.55	2682	110.548	106.904
1475.10	2683	110.614	106.962
1475.65	2684	110.681	107.027
1476.20	2685	110.747	107.091
1476.75	2686	110.811	107.152
1477.30	2687	110.876	107.214
1477.85	2688	110.940	107.276
1478.40	2689	111.005	107.340
1478.95	2690	111.071	107.406
1479.50	2691	111.136	107.477
1480.05	2692	111.200	107.547
1480.60	2693	111.263	107.601
1481.15	2694	111.330	107.664
1481.70	2695	111.400	107.741
1482.25	2696	111.465	107.814
1482.80	2697	111.532	107.889
1483.35	2698	111.598	107.960
1483.90	2699	111.662	108.027
1484.45	2700	111.729	108.103
1485.00	2701	111.797	108.182
1485.55	2702	111.865	108.263
1486.10	2703	111.932	108.343
1486.65	2704	111.997	108.412
1487.20	2705	112.066	108.490
1487.75	2706	112.135	108.577
1488.30	2707	112.199	108.650
1488.85	2708	112.263	108.718
1489.40	2709	112.330	108.798
1489.95	2710	112.400	108.883
1490.50	2711	112.464	108.955
1491.05	2712	112.527	109.024
1491.60	2713	112.592	109.105
1492.15	2714	112.654	109.177
1492.70	2715	112.714	109.241
1493.25	2716	112.777	109.309
1493.80	2717	112.843	109.380
1494.35	2718	112.907	109.453
1494.90	2719	112.971	109.526
1495.45	2720	113.034	109.587
1496.00	2721	113.097	109.646
1496.55	2722	113.162	109.728
1497.10	2723	113.222	109.802
1497.65	2724	113.281	109.868
1498.20	2725	113.342	109.932
1498.75	2726	113.403	109.991
1499.30	2727	113.466	110.060
1499.85	2728	113.531	110.136
1500.40	2729	113.592	110.199
1500.95	2730	113.652	110.256
1501.50	2731	113.716	110.332
1502.05	2732	113.776	110.406
1502.60	2733	113.833	110.471
1503.15	2734	113.889	110.535
1503.70	2735	113.947	110.601
1504.25	2736	114.004	110.667
1504.80	2737	114.060	110.734
1505.35	2738	114.116	110.795
1505.90	2739	114.170	110.853
1506.45	2740	114.227	110.916
1507.00	2741	114.284	110.980
1507.55	2742	114.342	111.052
1508.10	2743	114.398	111.120
1508.65	2744	114.452	111.175
1509.20	2745	114.509	111.237
1509.75	2746	114.569	111.308
1510.30	2747	114.627	111.379
1510.85	2748	114.684	111.449
1511.40	2749	114.740	111.520
1511.95	2750	114.792	111.587
1512.50	2751	114.844	111.646
1513.05	2752	114.899	111.708
1513.60	2753	114.956	111.778
1514.15	2754	115.010	111.847
1514.70	2755	115.064	111.916
1515.25	2756	115.115	111.981
1515.80	2757	115.169	112.046
1516.35	2758	115.223	112.114
1516.90	2759	115.276	112.185
1517.45	2760	115.327	112.246
1518.00	2761	115.382	112.309
1518.55	2762	115.436	112.372
1519.10	2763	115.492	112.437
1519.65	2764	115.546	112.506
1520.20	2765	115.599	112.569
1520.75	2766	115.652	112.627
1521.30	2767	115.707	112.693
1521.85	2768	115.762	112.765
1522.40	2769	115.815	112.826
1522.95	2770	115.868	112.882
1523.50	2771	115.922	112.953
1524.05	2772	115.976	113.022
1524.60	2773	116.029	113.085
1525.15	2774	116.085	113.150
1525.70	2775	116.136	113.205
1526.25	2776	116.189	113.268
1526.80	2777	116.248	113.344
1527.35	2778	116.300	113.411
1527.90	2779	116.350	113.472
1528.45	2780	116.400	113.532
1529.00	2781	116.450	113.593
1529.55	2782	116.500	113.649
1530.10	2783	116.550	113.705
1530.65	2784	116.602	113.765
1531.20	2785	116.654	113.825
1531.75	2786	116.704	113.884
1532.30	2787	116.754	113.939
1532.85	2788	116.805	113.994
1533.40	2789	116.856	114.054
1533.95	2790	116.905	114.114
1534.50	2791	116.953	114.169
1535.05	2792	117.001	114.224
1535.60	2793	117.051	114.284
1536.15	2794	117.102	114.344
1536.70	2795	117.149	114.399
1537.25	2796	117.197	114.455
1537.80	2797	117.245	114.511
1538.35	2798	117.293	114.569
1538.90	2799	117.340	114.628
1539.45	2800	117.385	114.676
1540.00	2801	117.433	114.726
1540.55	2802	117.482	114.783
1541.10	2803	117.530	114.839
1541.65	2804	117.577	114.897
1542.20	2805	117.624	114.951
1542.75	2806	117.670	114.999
1543.30	2807	117.717	115.053
1543.85	2808	117.765	115.109
1544.40	2809	117.811	115.162
1544.95	2810	117.857	115.214
1545.50	2811	117.905	115.264
1546.05	2812	117.954	115.316
1546.60	2813	118.001	115.380
1547.15	2814	118.044	115.437
1547.70	2815	118.087	115.487
1548.25	2816	118.129	115.534
1548.80	2817	118.175	115.582
1549.35	2818	118.224	115.635
1549.90	2819	118.271	115.690
1550.45	2820	118.318	115.749
1551.00	2821	118.366	115.810
1551.55	2822	118.412	115.866
1552.10	2823	118.456	115.920
1552.65	2824	118.501	115.968
1553.20	2825	118.549	116.020
1553.75	2826	118.595	116.073
1554.30	2827	118.643	116.128
1554.85	2828	118.691	116.184
1555.40	2829	118.738	116.236
1555.95	2830	118.782	116.283
1556.50	2831	118.829	116.338
1557.05	2832	118.874	116.392
1557.60	2833	118.918	116.443
1558.15	2834	118.962	116.494
1558.70	2835	119.005	116.547
1559.25	2836	119.048	116.597
1559.80	2837	119.092	116.644
1560.35	2838	119.136	116.692
1560.90	2839	119.182	116.742
1561.45	2840	119.227	116.792
1562.00	2841	119.272	116.840
1562.55	2842	119.317	116.893
1563.10	2843	119.363	116.943
1563.65	2844	119.408	116.988
1564.20	2845	119.455	117.038
1564.75	2846	119.501	117.092
1565.30	2847	119.544	117.142
1565.85	2848	119.588	117.190
1566.40	2849	119.630	117.236
1566.95	2850	119.675	117.284
1567.50	2851	119.719	117.338
1568.05	2852	119.760	117.390
1568.60	2853	119.801	117.428
1569.15	2854	119.844	117.471
1569.70	2855	119.888	117.518
1570.25	2856	119.931	117.564
1570.80	2857	119.977	117.610
1571.35	2858	120.022	117.660
1571.90	2859	120.067	117.710
1572.45	2860	120.110	117.762
1573.00	2861	120.153	117.814
1573.55	2862	120.195	117.860
1574.10	2863	120.239	117.908
1574.65	2864	120.279	117.949
1575.20	2865	120.320	117.992
1575.75	2866	120.362	118.036
1576.30	2867	120.404	118.082
1576.85	2868	120.448	118.130
1577.40	2869	120.491	118.176
1577.95	2870	120.533	118.221
1578.50	2871	120.576	118.267
1579.05	2872	120.620	118.314
1579.60	2873	120.664	118.361
1580.15	2874	120.707	118.408
1580.70	2875	120.750	118.458
1581.25	2876	120.793	118.507
1581.80	2877	120.833	118.552
1582.35	2878	120.875	118.599
1582.90	2879	120.917	118.646
1583.45	2880	120.958	118.694
1584.00	2881	120.999	118.742
1584.55	2882	121.040	118.784
1585.10	2883	121.078	118.825
1585.65	2884	121.121	118.873
1586.20	2885	121.162	118.919
1586.75	2886	121.203	118.960
1587.30	2887	121.244	119.003
1587.85	2888	121.286	119.049
1588.40	2889	121.328	119.095
1588.95	2890	121.370	119.140
1589.50	2891	121.412	119.191
1590.05	2892	121.453	119.241
1590.60	2893	121.492	119.287
1591.15	2894	121.532	119.331
1591.70	2895	121.570	119.367
1592.25	2896	121.611	119.410
1592.80	2897	121.653	119.460
1593.35	2898	121.693	119.503
1593.90	2899	121.732	119.541
1594.45	2900	121.773	119.584
1595.00	2901	121.814	119.627
1595.55	2902	121.855	119.668
1596.10	2903	121.895	119.708
1596.65	2904	121.937	119.748
1597.20	2905	121.982	119.794
1597.75	2906	122.025	119.841
1598.30	2907	122.068	119.888
1598.85	2908	122.110	119.933
1599.40	2909	122.152	119.977
1599.95	2910	122.195	120.021
1600.50	2911	122.237	120.068
1601.05	2912	122.277	120.112
1601.60	2913	122.316	120.155
1602.15	2914	122.356	120.195
1602.70	2915	122.395	120.231
1603.25	2916	122.435	120.272
1603.80	2917	122.478	120.318
1604.35	2918	122.519	120.362
1604.90	2919	122.560	120.405
1605.45	2920	122.601	120.450
1606.00	2921	122.641	120.496
1606.55	2922	122.681	120.539
1607.10	2923	122.721	120.582
1607.65	2924	122.761	120.626
1608.20	2925	122.801	120.670
1608.75	2926	122.840	120.713
1609.30	2927	122.878	120.750
1609.85	2928	122.918	120.787
1610.40	2929	122.958	120.829
1610.95	2930	122.999	120.873
1611.50	2931	123.038	120.912
1612.05	2932	123.078	120.951
1612.60	2933	123.118	120.987
1613.15	2934	123.160	121.028
1613.70	2935	123.202	121.078
1614.25	2936	123.242	121.122
1614.80	2937	123.281	121.158
1615.35	2938	123.323	121.202
1615.90	2939	123.364	121.247
1616.45	2940	123.405	121.290
1617.00	2941	123.446	121.332
1617.55	2942	123.486	121.376
1618.10	2943	123.527	121.419
