/* DATA DESCRIPTION:
Citation:	Gkinis, Vasileios; Dahl-Jensen, Dorthe; Steffensen, Jørgen Peder; Vinther, Bo Møllesøe; Landais, Amaëlle; Jouzel, Jean; Masson-Delmotte, Valerie; Cattani, Olivier; Minster, Bénédicte; Grisart, Antoine; Hörhold, Maria; Stenni, Barbara; Selmo, Enricomaria (2021): Oxygen-18 isotope ratios from the EPICA Dome C ice core at 11 cm resolution [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.939445
Abstract:	Abstract: We present here a high resolution (0.11 m) dataset of the isotopic composition of the ice (δ¹⁸O) from the EPICA Dome-C ice core. The dataset covers the depth range 7.81-3189.89 m (0.05-802.427 ka). Analysis is performed in Copenhagen with a CO~2~ equilibration Mass Spectrometry system (Finnegan MAT 251). Samples of 5 ml are equilibrated with CO~2~ for 6 hours under vibrations, thereafter injected to the mass spectrometer where the ¹⁸O/¹⁶O ratio is obtained on masses 46 and 44. All measurements reported on the SMOW-SLAP scale using a 2-point linear calibration (standards used: Crete: -33.61 ‰ and DC02: -54.11 ‰ . The combined uncertainty of the record is 0.07 ‰. We interpolate the dataset on the AICC2012 chronology.
Keyword(s):	Antarctica; d18O; Dome C; EPICA; ice cores; Isotope ratio; mass spectrometry; water isotopes
Related to:	Gkinis, Vasileios (2011): High resolution water isotope data from ice cores. Zenodo, https://doi.org/10.5281/zenodo.5653088
	Landais, Amaëlle; Masson-Delmotte, Valerie; Stenni, Barbara; Selmo, Enricomaria; Roche, D M; Jouzel, Jean; Lambert, Fabrice; Guillevic, Myriam; Bazin, Lucie; Arzel, O; Vinther, Bo Møllesøe; Gkinis, Vasileios; Popp, Trevor (2015): A review of the bipolar see–saw from synchronized and high resolution ice core water stable isotope records from Greenland and East Antarctica. Quaternary Science Reviews, 114, 18-32, https://doi.org/10.1016/j.quascirev.2015.01.031
Further details:	Seierstad, Inger K; Johnsen, Sigfús Jóhann; Vinther, Bo Møllesøe; Olsen, Jesper (2005): The duration of the Bølling-Allerød period (Greenland Interstadial 1) in the GRIP ice core. Annals of Glaciology, 42, 337-344, https://doi.org/10.3189/172756405781812556
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, sediment/rock: 7.755 m * MAXIMUM DEPTH, sediment/rock: 3189.835 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The record is not continuous and presents 14 gaps in the following depth ranges:
	1. 120.01 - 120.67 (7 samples)
	2. 234.41 - 234.85 (5 samples)
	3. 288.86 - 290.40 (15 samples)
	4. 656.81 - 659.45 (28 samples)
	5. 1528.56 - 1539.45 (100 samples)
	6. 1583.56 - 1594.45 (100 samples)
	7. 1638.56 - 1649.45 (100 samples)
	8. 1693.56 - 1704.45 (100 samples)
	9. 1748.56 - 1759.45 (100 samples)
	10. 1803.56 - 1814.45 (100 samples)
	11. 2141.81 - 2144.45 (25 samples)
	12. 2238.06 - 2239.6 (15 samples)
	13. 2249.06 - 2317.7 (625 samples)
	14. 2756.16 - 2794.55 (350 samples)
Parameter(s):	Depth, top/min [m] (Depth top) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Depth, bottom/max [m] (Depth bot) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Age, dated [ka] (Age dated) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	δ18O [‰] (δ18O) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * METHOD/DEVICE: Mass spectrometer Finnigan MAT 251
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	114049 data points
*/
Depth top [m]	Depth bot [m]	Depth sed [m]	Age dated [ka]	δ18O [‰]
2668.93	2669.04	2668.985	379.64640	-54.46
2669.04	2669.15	2669.095	379.70300	-54.49
2669.15	2669.26	2669.205	379.75960	-54.46
2669.26	2669.37	2669.315	379.81620	-54.52
2669.37	2669.48	2669.425	379.87280	-54.74
2669.48	2669.59	2669.535	379.92940	-54.71
2669.59	2669.70	2669.645	379.98600	-54.19
2669.70	2669.81	2669.755	380.03940	-54.13
2669.81	2669.92	2669.865	380.09280	-54.54
2669.92	2670.03	2669.975	380.14620	-54.58
2670.03	2670.14	2670.085	380.19960	-54.25
2670.14	2670.25	2670.195	380.25300	-54.28
2670.25	2670.36	2670.305	380.30640	-54.60
2670.36	2670.47	2670.415	380.35980	-54.31
2670.47	2670.58	2670.525	380.41320	-54.35
2670.58	2670.69	2670.635	380.46660	-54.57
2670.69	2670.80	2670.745	380.52000	-54.47
2670.80	2670.91	2670.855	380.57340	-54.23
2670.91	2671.02	2670.965	380.62680	-54.01
2671.02	2671.13	2671.075	380.68020	-54.31
2671.13	2671.24	2671.185	380.73360	-54.28
2671.24	2671.35	2671.295	380.78700	-54.33
2671.35	2671.46	2671.405	380.84067	-53.86
2671.46	2671.57	2671.515	380.89433	-53.84
2671.57	2671.68	2671.625	380.94800	-53.85
2671.68	2671.79	2671.735	381.00167	-53.66
2671.79	2671.90	2671.845	381.05533	-53.43
2671.90	2672.01	2671.955	381.10900	-53.43
2672.01	2672.12	2672.065	381.16267	-53.87
2672.12	2672.23	2672.175	381.21633	-54.12
2672.23	2672.34	2672.285	381.27000	-54.05
2672.34	2672.45	2672.395	381.32367	-54.01
2672.45	2672.56	2672.505	381.37733	-53.96
2672.56	2672.67	2672.615	381.43100	-54.04
2672.67	2672.78	2672.725	381.48467	-54.18
2672.78	2672.89	2672.835	381.53833	-54.18
2672.89	2673.00	2672.945	381.59200	-53.62
2673.00	2673.11	2673.055	381.64347	-53.77
2673.11	2673.22	2673.165	381.69493	-53.96
2673.22	2673.33	2673.275	381.74640	-53.90
2673.33	2673.44	2673.385	381.79787	-53.36
2673.44	2673.55	2673.495	381.84933	-53.87
2673.55	2673.66	2673.605	381.90080	-53.87
2673.66	2673.77	2673.715	381.95227	-53.68
2673.77	2673.88	2673.825	382.00373	-53.96
2673.88	2673.99	2673.935	382.05520	-53.73
2673.99	2674.10	2674.045	382.10667	-53.63
2674.10	2674.21	2674.155	382.15813	-53.32
2674.21	2674.32	2674.265	382.20960	-53.11
2674.32	2674.43	2674.375	382.26107	-52.99
2674.43	2674.54	2674.485	382.31253	-53.61
2674.54	2674.65	2674.595	382.36400	-53.69
2674.65	2674.76	2674.705	382.41853	-53.22
2674.76	2674.87	2674.815	382.47307	-52.96
2674.87	2674.98	2674.925	382.52760	-53.38
2674.98	2675.09	2675.035	382.58213	-53.49
2675.09	2675.20	2675.145	382.63667	-53.43
2675.20	2675.31	2675.255	382.69120	-53.03
2675.31	2675.42	2675.365	382.74573	-52.55
2675.42	2675.53	2675.475	382.80027	-52.63
2675.53	2675.64	2675.585	382.85480	-52.67
2675.64	2675.75	2675.695	382.90933	-52.66
2675.75	2675.86	2675.805	382.96387	-53.05
2675.86	2675.97	2675.915	383.01840	-53.25
2675.97	2676.08	2676.025	383.07293	-53.37
2676.08	2676.19	2676.135	383.12747	-53.23
2676.19	2676.30	2676.245	383.18200	-53.52
2676.30	2676.41	2676.355	383.23973	-53.11
2676.41	2676.52	2676.465	383.29747	-53.57
2676.52	2676.63	2676.575	383.35520	-54.01
2676.63	2676.74	2676.685	383.41293	-54.08
2676.74	2676.85	2676.795	383.47067	-54.04
2676.85	2676.96	2676.905	383.52840	-54.07
2676.96	2677.07	2677.015	383.58613	-53.67
2677.07	2677.18	2677.125	383.64387	-53.75
2677.18	2677.29	2677.235	383.70160	-54.03
2677.29	2677.40	2677.345	383.75933	-54.17
2677.40	2677.51	2677.455	383.81707	-53.98
2677.51	2677.62	2677.565	383.87480	-53.54
2677.62	2677.73	2677.675	383.93253	-53.50
2677.73	2677.84	2677.785	383.99027	-53.98
2677.84	2677.95	2677.895	384.04800	-54.23
2677.95	2678.06	2678.005	384.10667	-54.48
2678.06	2678.17	2678.115	384.16533	-54.50
2678.17	2678.28	2678.225	384.22400	-54.41
2678.28	2678.39	2678.335	384.28267	-54.47
2678.39	2678.50	2678.445	384.34133	-54.69
2678.50	2678.61	2678.555	384.40000	-54.55
2678.61	2678.72	2678.665	384.45867	-54.44
2678.72	2678.83	2678.775	384.51733	-54.59
2678.83	2678.94	2678.885	384.57600	-54.47
2678.94	2679.05	2678.995	384.63467	-54.49
2679.05	2679.16	2679.105	384.69333	-54.73
2679.16	2679.27	2679.215	384.75200	-54.69
2679.27	2679.38	2679.325	384.81067	-54.67
2679.38	2679.49	2679.435	384.86933	-54.41
2679.49	2679.60	2679.545	384.92800	-54.23
2679.60	2679.71	2679.655	384.98247	-54.20
2679.71	2679.82	2679.765	385.03693	-54.27
2679.82	2679.93	2679.875	385.09140	-54.49
2679.93	2680.04	2679.985	385.14587	-54.39
2680.04	2680.15	2680.095	385.20033	-54.55
2680.15	2680.26	2680.205	385.25480	-54.23
2680.26	2680.37	2680.315	385.30927	-53.93
2680.37	2680.48	2680.425	385.36373	-54.21
2680.48	2680.59	2680.535	385.41820	-53.98
2680.59	2680.70	2680.645	385.47267	-54.11
2680.70	2680.81	2680.755	385.52713	-54.53
2680.81	2680.92	2680.865	385.58160	-54.31
2680.92	2681.03	2680.975	385.63607	-54.10
2681.03	2681.14	2681.085	385.69053	-54.04
2681.14	2681.25	2681.195	385.74500	-53.89
2681.25	2681.36	2681.305	385.79813	-53.68
2681.36	2681.47	2681.415	385.85127	-53.20
2681.47	2681.58	2681.525	385.90440	-52.79
2681.58	2681.69	2681.635	385.95753	-53.16
2681.69	2681.80	2681.745	386.01067	-53.90
2681.80	2681.91	2681.855	386.06380	-54.08
2681.91	2682.02	2681.965	386.11693	-53.85
2682.02	2682.13	2682.075	386.17007	-53.41
2682.13	2682.24	2682.185	386.22320	-53.22
2682.24	2682.35	2682.295	386.27633	-53.54
2682.35	2682.46	2682.405	386.32947	-54.13
2682.46	2682.57	2682.515	386.38260	-54.17
2682.57	2682.68	2682.625	386.43573	-53.94
2682.68	2682.79	2682.735	386.48887	-53.77
2682.79	2682.90	2682.845	386.54200	-53.89
2682.90	2683.01	2682.955	386.59200	-53.84
2683.01	2683.12	2683.065	386.64200	-53.79
2683.12	2683.23	2683.175	386.69200	-53.53
2683.23	2683.34	2683.285	386.74200	-53.24
2683.34	2683.45	2683.395	386.79200	-53.00
2683.45	2683.56	2683.505	386.84200	-53.31
2683.56	2683.67	2683.615	386.89200	-53.14
2683.67	2683.78	2683.725	386.94200	-52.48
2683.78	2683.89	2683.835	386.99200	-52.44
2683.89	2684.00	2683.945	387.04200	-52.47
2684.00	2684.11	2684.055	387.09200	-52.16
2684.11	2684.22	2684.165	387.14200	-52.45
2684.22	2684.33	2684.275	387.19200	-52.36
2684.33	2684.44	2684.385	387.24200	-52.35
2684.44	2684.55	2684.495	387.29200	-52.43
2684.55	2684.66	2684.605	387.34807	-52.37
2684.66	2684.77	2684.715	387.40413	-52.83
2684.77	2684.88	2684.825	387.46020	-53.20
2684.88	2684.99	2684.935	387.51627	-53.28
2684.99	2685.10	2685.045	387.57233	-53.50
2685.10	2685.21	2685.155	387.62840	-53.53
2685.21	2685.32	2685.265	387.68447	-53.52
2685.32	2685.43	2685.375	387.74053	-53.59
2685.43	2685.54	2685.485	387.79660	-53.64
2685.54	2685.65	2685.595	387.85267	-53.73
2685.65	2685.76	2685.705	387.90873	-53.92
2685.76	2685.87	2685.815	387.96480	-53.94
2685.87	2685.98	2685.925	388.02087	-53.57
2685.98	2686.09	2686.035	388.07693	-53.51
2686.09	2686.20	2686.145	388.13300	-53.83
2686.20	2686.31	2686.255	388.19487	-54.23
2686.31	2686.42	2686.365	388.25673	-54.27
2686.42	2686.53	2686.475	388.31860	-54.07
2686.53	2686.64	2686.585	388.38047	-54.06
2686.64	2686.75	2686.695	388.44233	-54.29
2686.75	2686.86	2686.805	388.50420	-54.42
2686.86	2686.97	2686.915	388.56607	-54.42
2686.97	2687.08	2687.025	388.62793	-54.23
2687.08	2687.19	2687.135	388.68980	-54.07
2687.19	2687.30	2687.245	388.75167	-54.54
2687.30	2687.41	2687.355	388.81353	-54.71
2687.41	2687.52	2687.465	388.87540	-54.54
2687.52	2687.63	2687.575	388.93727	-54.79
2687.63	2687.74	2687.685	388.99913	-54.86
2687.74	2687.85	2687.795	389.06100	-54.98
2687.85	2687.96	2687.905	389.12760	-54.94
2687.96	2688.07	2688.015	389.19420	-55.19
2688.07	2688.18	2688.125	389.26080	-54.62
2688.18	2688.29	2688.235	389.32740	-54.52
2688.29	2688.40	2688.345	389.39400	-54.89
2688.40	2688.51	2688.455	389.46060	-54.97
2688.51	2688.62	2688.565	389.52720	-55.18
2688.62	2688.73	2688.675	389.59380	-55.46
2688.73	2688.84	2688.785	389.66040	-55.85
2688.84	2688.95	2688.895	389.72700	-55.75
2688.95	2689.06	2689.005	389.79360	-55.25
2689.06	2689.17	2689.115	389.86020	-54.99
2689.17	2689.28	2689.225	389.92680	-55.14
2689.28	2689.39	2689.335	389.99340	-55.11
2689.39	2689.50	2689.445	390.06000	-55.02
2689.50	2689.61	2689.555	390.12180	-54.68
2689.61	2689.72	2689.665	390.18360	-54.65
2689.72	2689.83	2689.775	390.24540	-54.62
2689.83	2689.94	2689.885	390.30720	-54.57
2689.94	2690.05	2689.995	390.36900	-54.53
2690.05	2690.16	2690.105	390.43080	-54.61
2690.16	2690.27	2690.215	390.49260	-54.77
2690.27	2690.38	2690.325	390.55440	-55.08
2690.38	2690.49	2690.435	390.61620	-54.81
2690.49	2690.60	2690.545	390.67800	-54.23
2690.60	2690.71	2690.655	390.73980	-54.29
2690.71	2690.82	2690.765	390.80160	-54.27
2690.82	2690.93	2690.875	390.86340	-54.26
2690.93	2691.04	2690.985	390.92520	-54.01
2691.04	2691.15	2691.095	390.98700	-54.17
2691.15	2691.26	2691.205	391.04687	-54.26
2691.26	2691.37	2691.315	391.10673	-54.22
2691.37	2691.48	2691.425	391.16660	-54.22
2691.48	2691.59	2691.535	391.22647	-53.77
2691.59	2691.70	2691.645	391.28633	-53.29
2691.70	2691.81	2691.755	391.34620	-53.52
2691.81	2691.92	2691.865	391.40607	-53.73
2691.92	2692.03	2691.975	391.46593	-53.68
2692.03	2692.14	2692.085	391.52580	-54.05
2692.14	2692.25	2692.195	391.58567	-54.03
2692.25	2692.36	2692.305	391.64553	-54.07
2692.36	2692.47	2692.415	391.70540	-53.92
2692.47	2692.58	2692.525	391.76527	-54.11
2692.58	2692.69	2692.635	391.82513	-54.29
2692.69	2692.80	2692.745	391.88500	-53.93
2692.80	2692.91	2692.855	391.94307	-53.56
2692.91	2693.02	2692.965	392.00113	-53.75
2693.02	2693.13	2693.075	392.05920	-54.29
2693.13	2693.24	2693.185	392.11727	-54.26
2693.24	2693.35	2693.295	392.17533	-53.89
2693.35	2693.46	2693.405	392.23340	-53.92
2693.46	2693.57	2693.515	392.29147	-53.72
2693.57	2693.68	2693.625	392.34953	-53.81
2693.68	2693.79	2693.735	392.40760	-54.04
2693.79	2693.90	2693.845	392.46567	-53.60
2693.90	2694.01	2693.955	392.52373	-53.58
2694.01	2694.12	2694.065	392.58180	-53.51
2694.12	2694.23	2694.175	392.63987	-53.80
2694.23	2694.34	2694.285	392.69793	-53.68
2694.34	2694.45	2694.395	392.75600	-53.78
2694.45	2694.56	2694.505	392.80993	-54.02
2694.56	2694.67	2694.615	392.86387	-53.61
2694.67	2694.78	2694.725	392.91780	-53.59
2694.78	2694.89	2694.835	392.97173	-53.81
2694.89	2695.00	2694.945	393.02567	-53.37
2695.00	2695.11	2695.055	393.07960	-53.48
2695.11	2695.22	2695.165	393.13353	-53.73
2695.22	2695.33	2695.275	393.18747	-53.82
2695.33	2695.44	2695.385	393.24140	-53.31
2695.44	2695.55	2695.495	393.29533	-53.15
2695.55	2695.66	2695.605	393.34927	-53.38
2695.66	2695.77	2695.715	393.40320	-53.23
2695.77	2695.88	2695.825	393.45713	-53.06
2695.88	2695.99	2695.935	393.51107	-53.26
2695.99	2696.10	2696.045	393.56500	-53.23
2696.10	2696.21	2696.155	393.61507	-53.37
2696.21	2696.32	2696.265	393.66513	-53.23
2696.32	2696.43	2696.375	393.71520	-53.31
2696.43	2696.54	2696.485	393.76527	-53.46
2696.54	2696.65	2696.595	393.81533	-53.35
2696.65	2696.76	2696.705	393.86540	-53.07
2696.76	2696.87	2696.815	393.91547	-52.64
2696.87	2696.98	2696.925	393.96553	-52.58
2696.98	2697.09	2697.035	394.01560	-52.91
2697.09	2697.20	2697.145	394.06567	-52.93
2697.20	2697.31	2697.255	394.11573	-52.87
2697.31	2697.42	2697.365	394.16580	-52.82
2697.42	2697.53	2697.475	394.21587	-52.86
2697.53	2697.64	2697.585	394.26593	-52.55
2697.64	2697.75	2697.695	394.31600	-52.28
2697.75	2697.86	2697.805	394.36480	-52.41
2697.86	2697.97	2697.915	394.41360	-52.47
2697.97	2698.08	2698.025	394.46240	-52.67
2698.08	2698.19	2698.135	394.51120	-52.93
2698.19	2698.30	2698.245	394.56000	-52.71
2698.30	2698.41	2698.355	394.60880	-52.90
2698.41	2698.52	2698.465	394.65760	-53.03
2698.52	2698.63	2698.575	394.70640	-52.83
2698.63	2698.74	2698.685	394.75520	-52.33
2698.74	2698.85	2698.795	394.80400	-52.14
2698.85	2698.96	2698.905	394.85280	-51.52
2698.96	2699.07	2699.015	394.90160	-52.02
2699.07	2699.18	2699.125	394.95040	-52.51
2699.18	2699.29	2699.235	394.99920	-52.30
2699.29	2699.40	2699.345	395.04800	-52.54
2699.40	2699.51	2699.455	395.09327	-52.25
2699.51	2699.62	2699.565	395.13853	-51.94
2699.62	2699.73	2699.675	395.18380	-52.46
2699.73	2699.84	2699.785	395.22907	-52.56
2699.84	2699.95	2699.895	395.27433	-52.64
2699.95	2700.06	2700.005	395.31960	-52.39
2700.06	2700.17	2700.115	395.36487	-52.30
2700.17	2700.28	2700.225	395.41013	-52.41
2700.28	2700.39	2700.335	395.45540	-51.87
2700.39	2700.50	2700.445	395.50067	-51.77
2700.50	2700.61	2700.555	395.54593	-51.80
2700.61	2700.72	2700.665	395.59120	-51.75
2700.72	2700.83	2700.775	395.63647	-51.47
2700.83	2700.94	2700.885	395.68173	-51.27
2700.94	2701.05	2700.995	395.72700	-51.15
2701.05	2701.16	2701.105	395.77260	-51.55
2701.16	2701.27	2701.215	395.81820	-51.67
2701.27	2701.38	2701.325	395.86380	-51.51
2701.38	2701.49	2701.435	395.90940	-51.55
2701.49	2701.60	2701.545	395.95500	-51.80
2701.60	2701.71	2701.655	396.00060	-51.71
2701.71	2701.82	2701.765	396.04620	-51.63
2701.82	2701.93	2701.875	396.09180	-51.92
2701.93	2702.04	2701.985	396.13740	-52.06
2702.04	2702.15	2702.095	396.18300	-52.11
2702.15	2702.26	2702.205	396.22860	-51.91
2702.26	2702.37	2702.315	396.27420	-51.49
2702.37	2702.48	2702.425	396.31980	-51.29
2702.48	2702.59	2702.535	396.36540	-51.47
2702.59	2702.70	2702.645	396.41100	-51.88
2702.70	2702.81	2702.755	396.45420	-51.88
2702.81	2702.92	2702.865	396.49740	-51.98
2702.92	2703.03	2702.975	396.54060	-51.64
2703.03	2703.14	2703.085	396.58380	-51.53
2703.14	2703.25	2703.195	396.62700	-51.69
2703.25	2703.36	2703.305	396.67020	-51.73
2703.36	2703.47	2703.415	396.71340	-51.98
2703.47	2703.58	2703.525	396.75660	-52.06
2703.58	2703.69	2703.635	396.79980	-51.78
2703.69	2703.80	2703.745	396.84300	-51.36
2703.80	2703.91	2703.855	396.88620	-51.04
2703.91	2704.02	2703.965	396.92940	-51.34
2704.02	2704.13	2704.075	396.97260	-51.49
2704.13	2704.24	2704.185	397.01580	-51.51
2704.24	2704.35	2704.295	397.05900	-51.21
2704.35	2704.46	2704.405	397.10067	-51.09
2704.46	2704.57	2704.515	397.14233	-50.97
2704.57	2704.68	2704.625	397.18400	-50.78
2704.68	2704.79	2704.735	397.22567	-51.05
2704.79	2704.90	2704.845	397.26733	-51.27
2704.90	2705.01	2704.955	397.30900	-51.13
2705.01	2705.12	2705.065	397.35067	-50.95
2705.12	2705.23	2705.175	397.39233	-51.39
2705.23	2705.34	2705.285	397.43400	-51.29
2705.34	2705.45	2705.395	397.47567	-51.40
2705.45	2705.56	2705.505	397.51733	-51.24
2705.56	2705.67	2705.615	397.55900	-51.15
2705.67	2705.78	2705.725	397.60067	-50.95
2705.78	2705.89	2705.835	397.64233	-51.05
2705.89	2706.00	2705.945	397.68400	-51.30
2706.00	2706.11	2706.055	397.72493	-51.38
2706.11	2706.22	2706.165	397.76587	-51.38
2706.22	2706.33	2706.275	397.80680	-51.32
2706.33	2706.44	2706.385	397.84773	-51.17
2706.44	2706.55	2706.495	397.88867	-50.61
2706.55	2706.66	2706.605	397.92960	-50.42
2706.66	2706.77	2706.715	397.97053	-50.72
2706.77	2706.88	2706.825	398.01147	-50.64
2706.88	2706.99	2706.935	398.05240	-50.55
2706.99	2707.10	2707.045	398.09333	-50.80
2707.10	2707.21	2707.155	398.13427	-51.09
2707.21	2707.32	2707.265	398.17520	-51.02
2707.32	2707.43	2707.375	398.21613	-50.77
2707.43	2707.54	2707.485	398.25707	-51.01
2707.54	2707.65	2707.595	398.29800	-51.17
2707.65	2707.76	2707.705	398.34027	-50.93
2707.76	2707.87	2707.815	398.38253	-50.66
2707.87	2707.98	2707.925	398.42480	-51.02
2707.98	2708.09	2708.035	398.46707	-51.39
2708.09	2708.20	2708.145	398.50933	-51.33
2708.20	2708.31	2708.255	398.55160	-51.60
2708.31	2708.42	2708.365	398.59387	-51.51
2708.42	2708.53	2708.475	398.63613	-51.42
2708.53	2708.64	2708.585	398.67840	-51.31
2708.64	2708.75	2708.695	398.72067	-51.40
2708.75	2708.86	2708.805	398.76293	-51.28
2708.86	2708.97	2708.915	398.80520	-51.61
2708.97	2709.08	2709.025	398.84747	-51.45
2709.08	2709.19	2709.135	398.88973	-51.08
2709.19	2709.30	2709.245	398.93200	-51.11
2709.30	2709.41	2709.355	398.97200	-50.84
2709.41	2709.52	2709.465	399.01200	-50.49
2709.52	2709.63	2709.575	399.05200	-50.57
2709.63	2709.74	2709.685	399.09200	-50.83
2709.74	2709.85	2709.795	399.13200	-50.68
2709.85	2709.96	2709.905	399.17200	-50.49
2709.96	2710.07	2710.015	399.21200	-50.77
2710.07	2710.18	2710.125	399.25200	-50.89
2710.18	2710.29	2710.235	399.29200	-50.96
2710.29	2710.40	2710.345	399.33200	-50.94
2710.40	2710.51	2710.455	399.37200	-50.76
2710.51	2710.62	2710.565	399.41200	-50.80
2710.62	2710.73	2710.675	399.45200	-50.92
2710.73	2710.84	2710.785	399.49200	-50.71
2710.84	2710.95	2710.895	399.53200	-50.67
2710.95	2711.06	2711.005	399.57193	-51.20
2711.06	2711.17	2711.115	399.61187	-51.49
2711.17	2711.28	2711.225	399.65180	-51.35
2711.28	2711.39	2711.335	399.69173	-51.31
2711.39	2711.50	2711.445	399.73167	-51.16
2711.50	2711.61	2711.555	399.77160	-50.86
2711.61	2711.72	2711.665	399.81153	-50.92
2711.72	2711.83	2711.775	399.85147	-50.98
2711.83	2711.94	2711.885	399.89140	-50.91
2711.94	2712.05	2711.995	399.93133	-50.61
2712.05	2712.16	2712.105	399.97127	-50.99
2712.16	2712.27	2712.215	400.01120	-51.13
2712.27	2712.38	2712.325	400.05113	-50.99
2712.38	2712.49	2712.435	400.09107	-51.01
2712.49	2712.60	2712.545	400.13100	-50.80
2712.60	2712.71	2712.655	400.16827	-51.06
2712.71	2712.82	2712.765	400.20553	-51.15
2712.82	2712.93	2712.875	400.24280	-50.84
2712.93	2713.04	2712.985	400.28007	-50.14
2713.04	2713.15	2713.095	400.31733	-50.02
2713.15	2713.26	2713.205	400.35460	-50.51
2713.26	2713.37	2713.315	400.39187	-50.62
2713.37	2713.48	2713.425	400.42913	-50.44
2713.48	2713.59	2713.535	400.46640	-50.62
2713.59	2713.70	2713.645	400.50367	-50.92
2713.70	2713.81	2713.755	400.54093	-50.46
2713.81	2713.92	2713.865	400.57820	-50.06
2713.92	2714.03	2713.975	400.61547	-50.19
2714.03	2714.14	2714.085	400.65273	-50.61
2714.14	2714.25	2714.195	400.69000	-50.21
2714.25	2714.36	2714.305	400.72793	-50.03
2714.36	2714.47	2714.415	400.76587	-50.29
2714.47	2714.58	2714.525	400.80380	-49.85
2714.58	2714.69	2714.635	400.84173	-50.14
2714.69	2714.80	2714.745	400.87967	-49.99
2714.80	2714.91	2714.855	400.91760	-49.87
2714.91	2715.02	2714.965	400.95553	-49.95
2715.02	2715.13	2715.075	400.99347	-50.22
2715.13	2715.24	2715.185	401.03140	-50.44
2715.24	2715.35	2715.295	401.06933	-50.53
2715.35	2715.46	2715.405	401.10727	-50.75
2715.46	2715.57	2715.515	401.14520	-50.61
2715.57	2715.68	2715.625	401.18313	-50.58
2715.68	2715.79	2715.735	401.22107	-50.50
2715.79	2715.90	2715.845	401.25900	-50.57
2715.90	2716.01	2715.955	401.29487	-50.51
2716.01	2716.12	2716.065	401.33073	-50.62
2716.12	2716.23	2716.175	401.36660	-50.63
2716.23	2716.34	2716.285	401.40247	-50.56
2716.34	2716.45	2716.395	401.43833	-50.31
2716.45	2716.56	2716.505	401.47420	-50.13
2716.56	2716.67	2716.615	401.51007	-49.75
2716.67	2716.78	2716.725	401.54593	-49.54
2716.78	2716.89	2716.835	401.58180	-50.20
2716.89	2717.00	2716.945	401.61767	-50.28
2717.00	2717.11	2717.055	401.65353	-50.06
2717.11	2717.22	2717.165	401.68940	-49.82
2717.22	2717.33	2717.275	401.72527	-49.96
2717.33	2717.44	2717.385	401.76113	-50.35
2717.44	2717.55	2717.495	401.79700	-50.10
2717.55	2717.66	2717.605	401.83260	-49.99
2717.66	2717.77	2717.715	401.86820	-50.07
2717.77	2717.88	2717.825	401.90380	-49.93
2717.88	2717.99	2717.935	401.93940	-49.69
